Long,Lat
126.3139448,33.3056597
126.3139446,33.3056582
126.3139445,33.3056568
126.3139443,33.3056554
126.313944,33.305654
126.3139438,33.3056525
126.3139433,33.3056511
126.3139429,33.3056497
126.3139427,33.3056483
126.3139424,33.3056469
126.3139423,33.3056454
126.3139422,33.305644
126.3139419,33.3056426
126.3139419,33.305641
126.3139419,33.3056396
126.3139417,33.3056382
126.3139417,33.3056367
126.3139418,33.3056353
126.3139418,33.3056339
126.3139417,33.3056324
126.3139417,33.305631
126.3139416,33.3056295
126.3139416,33.3056281
126.3139413,33.3056267
126.3139412,33.3056253
126.313941,33.3056238
126.3139408,33.3056225
126.3139406,33.3056211
126.3139403,33.3056196
126.31394,33.3056182
126.3139398,33.3056167
126.3139394,33.3056153
126.3139391,33.3056138
126.3139387,33.3056124
126.3139382,33.305611
126.3139379,33.3056096
126.3139374,33.3056082
126.3139364,33.3056055
126.3139359,33.3056041
126.3139353,33.3056027
126.3139348,33.3056014
126.3139341,33.3056001
126.3139334,33.3055988
126.3139327,33.3055975
126.3139321,33.3055962
126.3139312,33.3055947
126.3139305,33.3055933
126.3139297,33.3055919
126.3139288,33.3055905
126.313928,33.3055893
126.3139272,33.3055879
126.3139263,33.3055867
126.3139255,33.3055854
126.3139247,33.3055843
126.3139236,33.3055831
126.3139225,33.3055819
126.3139205,33.3055795
126.3139194,33.3055785
126.3139182,33.3055775
126.3139172,33.3055763
126.3139159,33.3055753
126.3139146,33.3055742
126.3139133,33.3055734
126.3139119,33.3055724
126.3139106,33.3055715
126.3139094,33.3055707
126.3139079,33.3055699
126.3139063,33.3055692
126.3139047,33.3055687
126.3139032,33.3055682
126.3139015,33.3055677
126.3139,33.3055673
126.3138984,33.3055668
126.3138969,33.3055665
126.3138955,33.3055661
126.3138939,33.3055657
126.3138923,33.3055654
126.3138906,33.3055651
126.3138891,33.3055647
126.3138873,33.3055644
126.3138857,33.3055639
126.313884,33.3055636
126.3138824,33.305563
126.3138809,33.3055627
126.3138793,33.3055621
126.3138779,33.3055615
126.3138765,33.3055608
126.313875,33.3055604
126.3138734,33.30556
126.313872,33.3055593
126.3138705,33.3055586
126.3138689,33.3055582
126.3138674,33.3055575
126.3138659,33.3055569
126.3138644,33.3055563
126.3138629,33.3055557
126.3138614,33.3055551
126.3138599,33.3055546
126.3138583,33.3055541
126.3138569,33.3055537
126.3138552,33.3055531
126.3138537,33.3055525
126.3138521,33.305552
126.3138505,33.3055514
126.313848,33.3055507
126.3138464,33.3055502
126.3138448,33.3055497
126.3138432,33.3055492
126.3138417,33.3055486
126.3138402,33.305548
126.3138387,33.3055476
126.3138371,33.3055471
126.3138357,33.3055466
126.3138344,33.3055463
126.313833,33.305546
126.3138316,33.3055457
126.3138303,33.3055453
126.313829,33.3055451
126.3138277,33.3055449
126.3138265,33.3055447
126.313825,33.3055446
126.3138239,33.3055444
126.3138227,33.3055443
126.3138217,33.3055443
126.3138208,33.3055442
126.3138198,33.3055441
126.3138189,33.3055443
126.3138177,33.3055443
126.3138167,33.3055445
126.3138158,33.3055446
126.3138149,33.3055447
126.3138141,33.3055449
126.3138133,33.3055452
126.3138124,33.3055453
126.3138116,33.3055455
126.3138108,33.3055458
126.3138102,33.305546
126.3138094,33.3055462
126.3138088,33.3055464
126.3138083,33.3055467
126.3138075,33.3055469
126.3138071,33.3055471
126.3138065,33.3055473
126.3138059,33.3055476
126.3138055,33.3055479
126.313805,33.3055482
126.3138045,33.3055485
126.313804,33.3055488
